4j417q|d34h19n d33zsws d33x0k4 d33u6b4 d340mez d33l4hz d33t8kz d33nr4t d33l17p d33rgav d348y5y d33hn54 d34158z d33sbn7 d33l8oj d33hkuk d33w7qo|0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
4j4i8i d33m84q d33wifo|d33y32f|0
4j5yq9|d33x8if d33xc7p|0 0
4j6182|d33xnss d33xjbb|0 1
4j6ff6|d34lh9w d342nu5 d345a85 d34877s d34jcj8 d3493y4 d34lifu d34dows d34do2o d3518p2 d34izua d34lrxw d34ehl9 d34l8td d34gobn d347kta d34mnov d34e1ds d34trt9 d34mpzy d343nvs d34j9c0 d3449yp d341qgy d3481aj d351rzl d34mdob d34c5cq d34zd5t d34ruxt d34feii d34mpa7 d34fm29 d34zqgc d34fb6w d34s0kv d3441ko d342u7b d34kx5l d349y4h d348u4m d34nelr d34diol d34ty5k d34abu7 d341t0x d34k1xi d343p9h d34r849 d34hmpt d34kscw d35aujz d34l7a6 d350lxd|0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4j7g1h|d34agrw d34eg2w d34ak7z d34i9om d34ekfs d34crno d34abs1 d34avwe d34jqm9 d34iz4u d34c20g d34iacp d34hkux d34emla|0 0 0 0 0 0 0 0 0 0 0 0 0 0
4j96cp|d35p7ic d34rzx5 d357ts1 d34vhr0 d358ub8 d354v71 d34zn8t d34vvmi d35davx d3597kw d350ddw d35b1jp d34qc0k d354lfw d35jzfk d35ki3e d355dc2 d357aai d359dxt d34u4k5 d35atww d352bak d34x7ge d35o680 d34q5gd d34y64m|0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4jbqc2|d35btgk d35j132 d35iqzc d35euvr d35mv9p d35amki d35ol7a d363ta9 d366zgo d35ae07 d35evfe d35uel1 d35jqav d35mf7s d35vo9p d35ww77 d35apcj d35h8if d35qiid d35mth4 d35h07p d35xa8b d361r9l d3634bn d35rvao d35xrn0 d35se3n d35rw16 d35hvex|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4jc431|d35vavr d35eilp d36drcb d35eq2x d35e6qb d35hyx2|0 0 1 0 0 0
4jde16|d35xeia d35pflb d35u2hc d35q3vr d35yi8q d35p1co d35z9do d35voie d35qgud d35poyy d35taxm d35uvps d35qut2 d35xg3j d35ur7v d35xbef d35xskp d360ehn d35zkqj d35ydtt d35pzru d35ydqv d35tmie d35vuro d360arx d35tnxo d35zwdn d35xia1 d35y7oz d35x6hr d35y98r d36088r d35ygop d35yzuq d35zm4w d35yt2w d35z1ur d35zuqx d35z4ug d35xrk0 d35yctj d35xgq7 d35y9ao d35zrt6 d36057x d35xim8 d3603wf d35ynkn d35y9rw d35y6p3 d35ouyo|0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4jde16 d35vefr d35xgq1 d35y5a6|d35zym2|1
4jdgrs d35tytn|d36656u|0
4jdgrs|d36463e d3667z4 d35rns3 d3687gu d36f5h0 d368ckt d363cdu d36448l d365kpb d35v7yf d35rej6 d367vz0 d366utx d36a07g d36bfyq d3690mz d36pebn d364j3r d36978j d3689al d365imt d35xgcz d36b0ix d366edw d3634fj d362vg7 d365mxw d363y4k d35y5tz d36993o d369da5 d363ynv d35zdd5 d3672yg d36dscq d367sek d369chi d35yw5s d366mvu d3656jx d35plnq d3640lm d365iop d3625jc d3695w1 d36kfws d360kan d363ms8 d365853 d35qs81 d364gjd|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4jf16y d369wts|d36ftee|1
4jf52r|d368tib d36hvp6 d36fpxf d36cqo7 d36jhhq d36e6qq d36arrp d369ro2 d36e9o8 d36i9sx d36b52v d36hyqb d369cwh d36dmto d36ih9q d36a0ku d36apj5 d36bzt9 d36c4jj d36gjui d36af2g d36h81t d36aziy d379dlm d36c2si d36czal d36andu d36b2tp d36ake9 d369ubm d36a3m7 d36e61s d36c2z0 d366qv8 d36a2ly d36a6ip d366dbo d372d5b d36e455 d36cz02 d36d2d5 d36cs8x d36a6to d36fms8 d36b5ka d36f3qf d36gywd d3699w9 d36du89 d366v5h d36mu3x d36b8q8 d36qo9j d36iqtl d36bpe7 d36bbli d36uujy d369o60 d36eequ d36nfz1 d369ntx d36d17k d36un1x d36bd5f d36b0jx d36f2z3 d36c4n3 d369ilz d36geil d37n37b d36btt5 d36dfkx d36ehhx d36esvh d36d2d9 d36ajqm d36gire d36an6s d36514p d36bpu7 d36a350 d36jil8 d36as1w d36dejc d36ayv7 d36c5bz d36dz3w d36dg75 d366n3c d36g27j d36ebyd d36gs63 d36apll d36cenb d36e9w8 d369z30 d36efo4 d36sdth d36c5pz d37da1b d36axo2|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4jg9in|d36ctlk d36bqvn|0 1
4jgiwc|d36lqap d372ksd d36pbxu d36np0y d36myd1 d3725gi d36mvjw d36l3fd d36nkjm d36jmba d36m53h d36doqk d37we23 d374oqb d36ybif d36l105 d36mc65 d36izxk d36l1tv d36dzez|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4jgvi3|d36pj5e d36i7bp d36gt1s d36m131 d36tnlo d36gti6 d36r4u8|0 0 0 0 1 0 0
4jh3cj|d36m9om d36ndrl d36ou86 d36j9gw d3723ge d37lf41 d36zmg4 d36j2za d3710vb d37588m d370ehw d36iwlu d36jb50 d37d2p4|0 0 0 0 0 0 0 0 0 0 0 0 0 0
4jh7s1|d36lkm2 d36wour d39eoxj d36pbys d36pydg d36l6gt d36vk5f d36wddh d36qrf9 d36ybk8 d36sbx8 d36w6uq d36kmxt d36re3b d36wlkj d36o7ae d36wkjw d36uiir d36zkrt d36vyb8 d36keti d36u9du d36vj5x d371b05 d36vi76 d370b2a d36wylf d36wpg8 d36klqn d36ljjv d36x3eq d36si5i d36wv5n d36zgjr d36zrae d36vg58|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
4jh7s1 d36mb6x d36s3g1 d36vkr8|d36vu58 d36vzbj|0 1
4jhvc1|d36p4wc d36qiss d36p13b d36qfeh d36oyin d36r4a2 d36ptvl|0 0 0 0 0 1 0
4jl9yc|d37tm00 d37tr3f d37jk0e d386a7f d37j547 d37rt24 d38ps4u d387bkp d37pm5g d37j54v d37q0xq d38ckcl d38q1f3 d38xxvw d37rf9b d37zb5h d37u82o d387uko d387q6g|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4jlv33|d37sefb d37m2dt|0 0
4jm0od|d37nfuv d37nehp|0 0
4jmjh5|d37tlgw d37sovr d38hipe d38nrpw d38g4zp d380b4m d37s4fo d37s8cl d37sesp d384k9v|0 0 0 0 0 0 0 0 0 0
4jnt3d d38gkb8|d38lise|1
4jo5y8|d38popr d38ks28 d38jf3k d38tc6a d38pxim d386p9n d38iwpn d38io49 d38fvgg d38lcns d392l6u d38ehh0 d38pvqb d38hisb d38sk71 d38cvnc d38xpz9|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4jqhl6|d39aszr d39b8gr d39duqg d38ouns d38z20c d39bere d39j1o1 d38v9rc d38oi4g d393kpc d38ofke d39bzph d38pcgc d38z0lp d38xn54 d39kaxg d390p3p d39imqa d3920aw d38sr2m d38zbg6 d39bsf7 d38uf97 d38t6ht d38y4w1 d39gras|0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4jqrx8|d38zoux d39vpy2 d39st2y d38yz21 d393k1a d38y9bq d392pyg d3944u0 d392nvr d39426v|0 0 0 0 0 0 0 0 1 0
4jqvyx|d396k2p d38zfb6 d38z25i d397x5j d39gfhz d38tfcy d39l4nn d391noe d39ia49 d38r4vw d39csw9 d38t0fo d392ujr d38xnau d395g3e d398wyr d38r13l d38rcft|0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
4jqyjy|d38rkqk d395eoi d393du9 d3951zj d38xg7s d39cddz d398gcy d38thl9 d39jkvk d38rls5 d396dxw d3a527e d394hr6 d38td70 d39lav4 d398gdq d39nikv d38rhxu d395ulo d39d9gr d39jf6t d39w3ur d39inhc d39cynv d38vznu d39wtt9 d3920pj d396z0i d392b14|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4jqzzt|d38z1wf d38yunu d39vd63 d39boba d38xbcy d392y7a d396apy d38sbmf d39cx2l d38tk0g d38rz7v d39r2ge d38y5kn d391aga d38ulng d390jnd d39bvzd d3a4cpg d39dsnu d39af2j d38yy71 d39t0tn d393fls d38w0se d395fvd d397msn d392bs9 d38u18r d38wu7f d3939pu d3991ql d396fml d3917wb d39aigg d39z92a d390utb d39bytk d392e1c d38z3vu d38va55 d39qm8c d3980dv d39cmtj d392hnz d397o7y d397q2e d38uk7d d39cq4u d390pgy d38x518 d38w6jb d39fors d38sh48 d38wmd1 d38u72h d38yt3j d38vmxm|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4jr7v0|d38ts0c d38u7gq d392lg9 d3911sj d38vsns d3984lf|0 0 0 0 0 0
4js6gc|d39ex2c d393cgw|0 1
4jsh35|d39j7a0 d39gtuy d39irjy d39m3vb d39nnkp d3a9k06 d39ce3s d39j6j2 d39mo57 d399yut d39e36a d39px9o d39rp2e d39c4wp d39i34v d39kvl1 d39d7o9 d39fcum d39k8r6 d39oxtu d39jgfz d39ox3n d39ie8s d39i95o d39ltav d39jnho d39ot1v d39oo1a d39ez8u d396mb5 d39i6fe d39qqj3 d39kc4t d39kiuc d39p1a0 d39mmgi d39pmp0 d39q19e d39nmox d39872z d39rabz d39jqv6 d39o50e d39jgn2 d39o57a d398hkh d3ah6xk d39knjd d39kn5g d3ad0ku d3a67uz d39m42n d3a396d d39fovb d39qsxj d39ky0p d39fp9x d39cet9 d39hze9 d39l79i d39dyll d39ktve d397t3c d39l5u0 d39f2bv d39ccam d39htjm d39sts7 d39k9qh d39m79p d3aagx7 d39ou2w d39fwa5 d39m1pe d39ipua d3a1cw0 d39px33 d39kya4 d39lst8 d39iiub d39dumm d39iiop d39jk3x d39ohgl d39kxbn d39fvvf d3a8pxv d39mx79 d39nb8h d39hov1|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4jsva1|d39gd1l d39ale7 d39btbn d39d82a d39apf7 d399kcp d39czte d39bqv1 d39ca5l d39c4sl|0 0 0 0 0 0 0 0 0 0
4jszh1|d39uee0 d39aesc d39qazo d3a2tkg d39ahp6 d3a9e0w d3a306u d3ax4gy d39okuf d39bzoz d39x8gk d3a3qy5 d39txl8 d39nlgp d39bh3s d39xvd6 d39nkqr d3afcv7|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
4jtkxl|d39g6jf d39g5z2|0 0
4ju1yl|d39mivp|1
4jubih|d39ofip d39xjdu d3a3adk|1 0 0
4jusho|d3ahhiy d3a5sak d39xvuo d3a4yk1 d3a1rt7 d3a1b6z d3abkqj d39xh83 d3aqihq d3a3xha d39xavk d39w599 d3a0o0o d39sluz d3b8ogh d3a2hdi d39waik d3a11tb d3a21tu d39u2ty d3a811o d39ytcq d39xq13 d39ufby d3a1ncs d39ylhx d3a0l42 d3a5nha d3a1mlr d39sntf d3a6dzr d3a0e50 d39x3kz d39sw06 d3a0pkn d39yxrr d3a21dp d3abh6r d3a9ink d3a0lqu d3a2kjt d39xjom d39ynpl d39ykkn d3a0uty d39yw34 d39z3c9 d3a4s9t d39y3js d3a8xfx d3a0fzw d3a6pbx d39z01n d3a0m4a|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4jw8ic|d3a64az|0
4jwaxe|d3a7p2b d3amw9t d3awp06 d3amrz1 d3aqlix d3a9hrv d3ahz0r d3a3luv d3al2z6 d3al459 d3a4b3i|0 0 0 0 0 0 0 0 0 0 0
4jwz5c|d3alu8e|1
4jx73l|d3adz0n d3avd80|1 0
4jy3zm|d3bj4gi d3aziie d3ajsi7 d3b6s8p d3ao0sx d3ala3z d3aki98 d3an9g9 d3aksl5 d3ap0zs|0 0 0 0 0 0 0 0 0 0
4jybdr|d3amipm d3atekt d3b9svu d3amamn d3b4njt d3amvas d3al8f7 d3aq70o d3an5ht|0 0 0 1 0 0 0 0 0
4jypdz d3apzh4 d3aq2tj|d3ar8fl d3ar1zq|1 0
4jyts7|d3aqcw5 d3aq4in|0 1
4jzlqu|d3awyqn d3awt77|1 0
4jzy2f|d3b1rd0 d3b4bgy d3b1dcd d3b0iq0|1 0 0 0
4k01w6 d3b1bvh d3b4yji|d3b50jn|1
4k0dzs|d3b6muh d3b5dma d3b5uat d3b5aak d3b5ole|0 1 0 0 0
4k1z6a d3bgof2 d3bmp9e|d3bnhwt d3bs79y d3buq87 d3bs26w|0 0 0 1
4k1z6a d3bne12 d3bqcbd|d3br9jy|1
4k2pdg|d3bm13x|1
4k3dvj|d3bs4eg|1
4k3n8w|d3buh6e d3bup8t|0 0
4k4aur|d3c13l8 d3c0mx4 d3c3q4q d3c5xhv d3c0mnr d3c3jgl d3c0uql d3c0mfo d3cfd2n|0 0 0 0 0 0 0 0 0
4k4g8f|d3cwpcs d3c3kfv d3c7gtc d3c5ku3 d3cjkex d3cjmoo d3cl5x2 d3c4jdo d3ccuzc d3ckvhs d3cbhaa d3c2xav d3cjyzg d3clz82 d3cneuq d3c572l d3c3m55 d3cijl2 d3c3al1 d3c367r d3cxqot d3cs2uo d3c3a2v d3d7eco d3c1xcs d3c426c d3c3io1 d3cd519 d3cpj0i d3chtac d3cjh0j d3cbqj2 d3cgueq d3cmdw3 d3cjllc d3ce98q d3ce06h d3cj02o d3c5tx9 d3ct9ww d3c5fh6 d3c3hyk|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
4k4nue|d3c3zsd d3c41ek d3c3uvy d3c4xb6 d3d2vgv d3c46k0|0 0 0 0 1 0
4k52fd|d3cftyt d3cruvt d3d2h0v d3d2r83 d3cnfuc d3cp38m d3cowud d3ckpad d3d033d d3cv3l2 d3c7o29 d3cp15f d3cufix d3cly0i d3cvi8p d3dc7ge d3ck6vo d3csuo9 d3cenmn d3cz54j d3cbfc5 d3c9t27 d3cjihg d3cf4nx d3da5jl d3c8zco d3d2ogj d3cudbs d3cjvy4 d3cd4wd d3cuejr d3cpnc9 d3coo0o d3crmt3 d3cl1vp d3dbq5w d3ckx1p d3cfig2 d3cgnkq d3cnibg d3ck906 d3cqlt3 d3clt7f d3c75xu d3cezwa d3cue9q d3c7bwc d3d0oly d3datcr d3cwcbj d3cmtk2 d3clwwy d3cpilb d3c8v0v d3cnwc9 d3c7guo d3d8d3q d3ckbpq d3ck2r1 d3cmwuh d3claap d3cml2e d3d82qw d3cpbv2 d3cl24c d3cjn6c d3co3va d3c8zne d3cm3un d3ckiis d3chzsi|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4k58t5|d3csqii d3cr4ur d3cwiw8 d3ch6a8 d3crqjz d3cnxyd d3cshot d3cpids d3crplv d3cl5pa d3cltgf d3cir74 d3c9o58 d3cj9k2 d3ck34x d3cvgv1 d3comqa d3cters d3ctt57 d3cji8y d3cjase d3cvb0n d3clx35 d3cs4gk d3cs2wm d3cto0h d3coxm4 d3cpccu d3cotp8 d3cs0qs d3cxwb9 d3cdgrg d3czvuc d3crx4k d3cv33d d3cp9o7 d3cujbh d3clpin d3csn8o d3cqh50 d3c9wd6 d3cp2rt d3cotg8 d3ckmq9 d3cjx9j d3czz5h d3cqas9 d3cvffq d3csojs d3cvxul d3ct3tf d3clqcm d3cqndr|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4k5poq d3ceroh d3cux65|d3czt0d|1
4k8dcd d3cxz8x|d3djq7v d3dboil d3dl5ld d3dmv9a d3dcurc d3dak3b d3dfog8 d3d9pz6|0 1 0 0 0 0 0 0
4k8vdf|d3dbdjf d3domwl d3e4ekd d3d3ou1 d3d6947 d3db1a1 d3dmjp2 d3doull d3dg28j d3df2g8 d3dog3a d3doxeo d3dfprl d3dlhmm d3dysz0 d3dwblh d3d1ou3 d3e7xo1 d3douhc d3dfqjp d3dkwkv d3d85ez d3doez4 d3d95df d3dp58f d3d2ssr d3dg0fy d3d4x16 d3drc8b d3d1v4n d3dbavh d3d1uk9 d3d220c d3dk3wv d3dptp4 d3dlspw|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4k9ew5 d3d6lg6|d3d6q4l|1
4k9ywh|d3dkl2r d3dbynu d3dcfmb d3db8cs d3dbat1|0 0 0 1 0
4kae84|d3do9ik d3dxuu5 d3dho3h d3df0kc d3dhu70|0 0 0 0 0
4kaeog|d3dfh9e d3dez8a d3df5ru d3dgcho d3dmgz5 d3dqtd4 d3dtmlp d3dff8w d3df2ye d3dg9qf|0 0 0 0 0 0 0 0 0 0
4kan9a d3dhfhj|d3dmfa0 d3drgsr d3dq0sa d3dqowl|0 0 1 0
4kan9a|d3ds34c d3dq7l6 d3dj5v7 d3dt7u3 d3dz5j5 d3drxl7 d3drgcb d3dul1e d3duo1f d3dvd3v d3dtgr6 d3dqj0j d3did6f d3duaba d3dt6ox d3dr9sh d3dvk0w d3e5i3w d3dhrsp d3e55me d3dxqk4 d3dsjg8 d3dynkf d3dsm4m d3e21l6 d3duywz d3dj92w d3dsgxs d3dod6m d3dsf79 d3dlhwh d3ei16c d3dttih d3doe9w d3dqpex d3dupq9 d3drqkv d3dsvvj d3dsigj d3dv218 d3dzgny d3dtyj1 d3dmoyj d3dturw d3dpz9w d3drfqt d3dsxxs d3dh8h3 d3du6pj d3dt04i d3drps6 d3e34e1 d3dtgnt d3dw7bn d3drbdf d3dqifz d3duc01 d3dvk8a d3efz3e d3dry9z d3dqoe8 d3dqj5e d3dti0z d3dhmt1 d3dq75i d3duyzb d3dq4ih d3du76p d3ds3pm d3dpz8o d3dphad d3dwyxa d3dw58j d3dgywv d3dwolz d3dwzcg d3dsaid d3dt2yu d3dw83a d3du128 d3f2mcd d3drt54 d3ds03l d3dui80 d3dshm5|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4kar8t|d3diwpv d3dicte d3djqzn d3dj2vh|0 1 0 0
4kb406|d3dqrai d3dl6t7 d3dn919 d3dkuc8 d3e68jq|0 0 0 0 0
4kbug1|d3drcm5 d3dsx74 d3dr70a d3drotb d3drd1k|0 0 0 0 0
4kcmow|d3dxw7e d3dy17o d3dxiau d3dxaku|1 0 0 0
4kdfx7|d3e8p3a d3e49dh d3ea91h d3e7y5n d3e4mxw d3ehgoy d3emzpf d3e7ygi d3e9ifg d3e2iu3 d3efon4 d3e7kz4 d3efrkw d3eae1f d3evd8o d3e7vec d3e6em0 d3e5po3 d3e5k5z d3e2qnc d3ecmu7 d3e8hk6 d3e61q6 d3e5rx0 d3egjxe d3ekuwa d3e33w9 d3e3hga d3efgnz d3et9zy d3eelea d3e4p5l d3e2989 d3eh800 d3ezeq6 d3eadr0 d3e87uf d3envo5 d3eiysq d3e8dh6 d3e6pv0 d3ep6ma d3ebjr3 d3eikpv d3e87ow d3emadx d3e9ldq d3eq8kj d3e2v4r d3f66yn d3e5ygd|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4kejuk|d3eaui6 d3eb72s d3eawmr d3eb4n6 d3eanq1 d3earzb|0 0 0 0 0 1
4kf0q0|d3epibo d3eo30o d3ess9w d3esvj3 d3f852g d3epmwk d3eg1hs d3etksk d3elozg d3ex3b6 d3elzda d3f9hgs d3et28p d3ejwpd d3evjh1 d3el1eb d3ehy7l d3ei6sl d3efr4j d3ez2j1 d3eihzo d3f408i d3epeir d3ev4vu d3esv18 d3eeo8o d3ekubq d3enoof d3er1zd d3esc4o d3etoan d3eemur d3etmrz d3eota3 d3f14oh d3elwwe d3ehkr0 d3eps3c d3es9t3 d3ermrm d3eyz83 d3efgpb d3evjkl d3envil d3eripx d3ehngk|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4kf3iz|d3ep1to d3ej37p d3er7f4|0 0 1
4kfj63|d3encd7 d3ezxsx d3evfq3 d3en3et d3eo6gy d3eusru d3em9cz d3eituv d3evv0b d3ex7zt d3ekfai d3ejl4e d3ejt8e d3ejwbb d3eiq00 d3eq8qt d3elow4 d3ekwqc d3el5va d3ew1y2 d3eja1z d3ej8bp d3em74x d3ep9vb d3esgp2 d3eixl4 d3eou3h|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4kih9g|d3f8q9p d3f6asr d3f8oie d3f59te d3f53tt|0 0 0 0 0
4kj5uk|d3faevx d3fa9uz d3fcvqq d3famay|0 0 0 0
4kjm3r|d3feljo d3fdvxz d3ffrcu d3fe67s d3fgsy1 d3fefce d3fgt0a|0 0 0 0 0 0 0
4kjwty|d3fgha3 d3fkss2 d3fmoiq|0 0 1
4kknh8|d3fuwhe d3fmj78|0 1
4kmds3|d3g1twf d3g1r3n|0 1
4kn4bl|d3g756q d3gdyhe|0 0
4kncon|d3ge8ju d3gl7i6 d3g8g9b d3ggf17 d3gj9lo d3g8fl6 d3gf82v|1 0 0 0 0 0 0
4kndq5 d3gfh36|d3gfpnj|0
4knjgt|d3gjmb2 d3gflm7 d3gesxe d3h5dhm d3hgwsc d3h7my5 d3gxs7m d3gd86t d3gdl32 d3gijcx d3ghiz1 d3giiey d3gvl5b d3gmfbe d3gfgb0 d3gmjm5 d3gg7de d3gkje8 d3ggfpu d3geg3d d3gioy1 d3grmf5 d3gvmvp d3ggnr7 d3ghsor d3glp2a d3gses8 d3gf72h d3giz56 d3ge5kx d3gfgbn d3gkiup d3ggxuq d3gka7i d3gg1fm d3giphg d3gktkt d3gfwah d3guc19 d3go56u d3gdsel d3git34 d3h2ev2 d3gfv7q d3gg6h9 d3gt6vs d3gflv0 d3gkv1j d3gfj9x d3glf7g d3glqt2 d3gidlx d3gmmmk d3gvo6p d3gjc8h d3gis6p d3gh4ug d3ggodu d3h2ssg d3gdy2s d3gktba d3ghktz d3gacl8 d3giuo4 d3gnjdq d3gjey1 d3ghgna d3gl1zy d3h3sn7 d3gf8cu d3ghnui d3gswmi d3gh0l8 d3ghf9o d3giszx d3gdnrz d3gf1sw d3gdxso d3gfvda d3ggk0v d3gfsxr d3h3l9g d3gkok7 d3gv827 d3gejjm d3h10z5 d3hbwqt d3gwpqa d3gjsd0 d3gglj7 d3gzezr d3hifjx d3gffwt d3gefck d3gf1nf d3gee44 d3glff0 d3gfdzs|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4ko99b|d3gfkuy d3gp7pd|0 0
4koc1w d3gfk6d|d3gk2jg|1
4kodw8|d3ghgt5 d3h76pt d3h7umw d3gyi2l d3gl4pn d3h5bkm d3h61wu d3h689q d3gxbue d3ggx2g d3hfn9c d3hmvq4 d3h5g61 d3hfjhv d3gktw8 d3goe5i d3gwguv d3h7e61 d3h35rv d3grszh d3h1p7j d3h2rc5|0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
4korsg d3gjd58|d3goc1c d3gn4ak d3gjuy4 d3gjk8g d3gkiuw|0 1 0 0 0
4kp48m d3gmbke|d3gmmfd|1
4kpy1s d3gtd66 d3gtkm2|d3gv88z d3gvacq|0 1
4kqcys|d3h08px d3gxcsx d3gxjt1 d3gx23y d3gww2u|1 0 0 0 0
